CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churned
646,0,52,8,59669.43,1,0,0,172495.81,1
515,1,25,7,79543.59,1,0,1,38772.82,0
697,1,39,6,151553.19,1,1,1,44946.29,0
652,0,27,2,166527.88,2,0,1,146007.7,0
579,0,28,6,150329.15,1,1,0,145558.42,0
760,0,43,8,121911.59,1,1,0,193312.33,0
769,0,51,9,156773.78,2,1,0,40257.79,0
498,0,29,8,127864.26,1,1,1,46677.9,0
774,0,53,4,113709.28,1,1,1,153887.93,1
705,1,43,7,79974.55,1,1,1,103108.33,0
648,1,44,2,0,2,1,1,58652.23,0
688,1,51,5,0,1,1,0,91624.11,1
592,0,38,0,0,1,1,0,65986.48,1
705,0,33,3,144427.96,2,1,0,113845.19,0
654,0,42,7,99263.09,1,1,1,67607.9,0
624,1,32,2,79368.87,2,1,1,145471.94,0
594,1,30,10,0,2,1,1,124071.71,0
695,1,34,9,0,2,1,1,67502.12,0
597,0,28,2,0,3,1,1,78707.97,0
758,1,52,7,125095.94,1,1,0,171189.83,1
737,1,40,2,162485.8,2,1,0,149381.32,0
694,0,37,1,95668.82,2,1,0,100335.55,0
683,0,25,4,0,2,1,0,152698.24,0
538,1,30,8,0,2,1,1,41192.95,0
669,0,37,4,0,1,1,0,132540.33,0
730,1,34,5,74197.38,2,1,0,96875.52,0
622,1,31,1,89688.94,1,1,1,152305.47,0
714,1,33,10,103121.33,2,1,1,49672.01,0
569,1,34,3,0,1,1,0,133997.53,0
668,1,59,5,120170.07,1,0,1,50454.8,0
628,0,32,9,149136.31,2,1,1,16402.11,0
600,0,40,1,141136.79,1,1,1,67803.83,0
693,1,43,4,152341.55,1,1,0,9241.78,0
704,0,36,7,120026.98,2,0,1,100601.73,0
527,0,33,9,132168.28,1,0,0,98734.15,0
553,0,43,6,85200.82,2,1,1,160574.09,0
575,0,53,1,84903.33,2,0,1,26015.8,0
626,1,32,0,0,2,0,0,187172.54,0
582,0,20,4,0,1,1,1,55763.66,0
683,0,40,8,0,1,1,0,75848.22,0
850,0,30,9,121535.18,1,0,0,40313.47,0
653,0,35,6,116662.96,2,1,1,23864.21,0
679,0,60,8,0,2,1,1,51380.9,0
549,1,49,6,124829.16,1,0,1,93551.36,0
850,1,36,2,155180.56,2,0,0,169415.54,0
558,1,32,1,108262.87,1,1,1,6935.31,0
528,0,40,4,0,2,1,0,25399.7,0
801,0,38,5,0,2,1,0,66256.27,0
513,0,48,2,0,1,1,1,114709.13,1
666,0,38,6,99812.88,2,1,1,158357.97,0
606,0,35,2,132164.26,1,0,1,164815.59,0
599,0,45,10,103583.05,1,1,0,132127.69,1
544,0,39,4,142406.43,2,1,0,146637.45,0
529,0,38,7,99842.5,2,1,0,90256.06,1
850,1,41,5,0,2,1,1,34827.43,0
497,0,41,9,0,1,0,0,22074.48,0
764,1,39,5,81042.42,1,0,1,109805.17,0
603,1,48,5,0,1,1,0,100478.6,1
609,0,40,6,0,2,1,1,97416.34,0
487,0,53,4,199689.49,1,1,1,24207.86,1
748,0,33,1,142645.43,1,0,0,69132.66,0
710,1,75,5,0,2,1,1,9376.89,0
432,1,45,3,110219.14,1,1,0,43046.7,1
534,0,51,3,0,2,0,1,20856.31,0
607,0,25,3,0,2,0,0,187048.72,0
551,0,32,4,0,2,1,0,53420.53,0
674,0,45,7,142072.02,1,1,0,37013.29,0
525,1,25,6,0,2,1,0,89566.64,0
645,0,33,8,149564.61,1,0,0,149913.84,0
755,1,43,9,0,2,1,0,18066.69,0
708,0,37,8,153366.13,1,1,1,26912.34,0
715,0,21,6,76467.16,1,1,1,173511.72,0
727,1,26,9,121508.28,1,1,1,146785.44,0
559,1,27,1,0,1,0,1,1050.33,0
545,0,36,8,73211.12,2,1,0,89587.34,1
524,0,22,9,0,2,1,0,74405.34,0
707,1,55,1,0,2,0,1,54409.48,0
671,0,38,0,92674.94,2,1,0,3647.57,0
439,0,52,3,96196.24,4,1,0,198874.52,1
667,1,36,1,114391.62,1,1,1,53412.54,0
831,0,32,9,80262.66,1,1,0,194867.78,0
545,1,33,7,173331.52,1,1,0,150452.88,0
604,1,35,7,147285.52,1,1,1,57807.05,0
657,0,67,5,119785.47,2,1,1,107534.32,0
487,1,36,1,140137.15,1,1,0,194073.33,0
750,1,52,6,107467.56,1,1,0,126233.18,1
694,1,37,8,98218.04,2,1,0,182354.46,1
711,1,35,2,133607.75,1,1,1,120586.32,0
551,0,37,3,0,2,1,1,50578.4,0
559,1,38,8,95139.41,1,1,1,86575.46,0
620,1,29,3,0,2,0,1,153392.28,0
660,0,42,5,0,2,1,0,115509.59,0
449,1,37,6,0,2,1,0,82176.48,0
703,1,26,1,97331.19,1,1,0,63717.49,0
795,0,37,2,139265.63,2,1,1,198745.94,0
594,1,31,9,0,1,0,1,5719.11,0
586,0,34,5,168094.01,1,0,0,20058.61,0
613,1,30,5,131563.88,2,1,0,170638.98,0
601,0,44,3,0,2,1,0,30607.11,0
657,0,50,9,0,2,0,0,37171.46,0
531,0,31,3,0,1,1,1,42589.33,0
621,0,47,7,107363.29,1,1,1,66799.28,0
782,1,33,2,94493.03,1,0,1,101866.39,0
528,1,29,9,170214.23,2,1,0,49284,0
696,0,52,6,139781.06,1,1,0,27445.4,1
586,1,35,7,0,2,1,0,70760.69,0
626,1,26,8,148610.41,3,0,1,104502.02,1
498,0,73,2,170241.7,2,1,1,165407.96,0
691,1,33,1,128306.83,1,1,1,113580.79,0
568,1,47,7,0,2,1,1,45978.39,0
715,1,35,3,0,1,1,1,152012.36,0
680,0,32,7,175454,1,0,1,77349.92,0
802,0,41,6,0,2,1,0,47322.05,0
539,1,22,0,100885.93,2,1,1,38772.65,0
494,0,69,9,93320.8,1,1,1,24489.44,0
594,0,38,6,63176.44,2,1,1,14466.08,0
596,0,33,2,139451.67,1,0,0,63142.12,0
649,1,52,8,49113.75,1,1,0,41858.43,0
699,0,32,1,123906.22,3,1,1,127443.82,1
787,1,40,6,0,2,1,1,84151.98,0
604,0,28,7,0,2,0,0,58595.64,0
489,1,52,1,131441.51,1,1,0,37240.11,1
651,0,56,2,0,1,1,0,114522.68,1
698,0,57,6,136325.48,2,1,1,72549.27,1
578,1,38,4,113150.44,2,1,0,176712.59,1
538,1,42,9,0,1,0,0,152855.96,0
696,1,33,4,0,2,1,1,73371.65,0
507,1,46,8,102785.16,1,1,1,70323.68,0
685,0,34,6,83264.28,1,0,0,9663.28,0
705,0,41,4,72252.64,2,1,1,142514.66,0
499,1,29,6,148051.52,1,1,0,118623.94,0
717,1,76,9,138489.66,1,1,1,68400.14,0
510,0,63,8,0,2,1,1,115291.86,0
632,0,32,6,111589.33,1,1,1,170382.99,0
668,1,39,0,122104.79,1,1,0,112946.67,1
744,0,32,4,96106.83,1,1,1,79812.77,0
663,0,42,7,115930.87,1,1,0,19862.78,0
638,1,37,7,124513.66,2,1,0,158610.89,0
688,1,54,9,0,1,1,0,191212.63,1
588,0,46,8,0,1,1,0,61931.21,0
631,0,33,7,0,1,1,1,58043.02,1
687,0,35,8,100988.39,2,1,0,22247.27,0
599,0,44,10,118577.24,1,1,1,31448.52,0
718,0,28,6,0,2,1,0,146875.86,0
730,0,27,5,0,2,1,1,116081.93,0
533,1,39,2,0,1,0,1,73669.94,1
711,1,28,5,0,2,1,1,93959.96,0
555,1,26,9,0,2,0,1,158918.03,0
850,1,42,9,113311.11,1,1,1,198193.75,0
678,1,41,9,0,1,0,0,13160.03,0
576,0,32,7,0,2,1,0,4660.91,0
835,0,20,4,124365.42,1,0,0,180197.74,1
592,0,42,1,147249.29,2,1,1,63023.02,0
774,0,36,7,103688.19,1,0,1,118971.74,0
620,1,29,1,138740.24,2,0,0,154700.61,0
519,0,39,4,111900.14,1,1,1,97577.17,0
734,1,37,0,152760.24,1,1,1,48990.5,0
763,0,31,7,143966.3,2,1,1,140262.96,1
733,0,51,10,141556.96,1,1,0,130189.53,0
650,1,43,6,0,2,1,1,16301.91,0
538,1,33,5,0,2,1,0,126962.41,0
577,1,46,1,0,1,1,1,158750.53,0
792,0,30,8,0,2,1,0,199644.2,0
686,1,41,10,0,1,1,1,144272.71,1
589,0,29,2,0,2,0,1,98320.27,0
530,0,25,9,162560.32,1,1,0,64129.03,0
778,1,29,7,123229.46,1,1,0,181221.09,0
616,0,31,7,76665.71,2,1,1,163809.08,0
550,0,38,9,140278.99,3,1,1,171457.06,1
655,1,51,3,0,2,0,1,15801.02,0
721,0,46,1,115764.32,2,0,0,102950.79,0
499,0,36,5,131142.53,2,1,0,174918.46,0
511,0,45,5,68375.27,1,1,0,193160.25,1
579,1,39,5,117833.3,3,0,0,5831,1
696,1,36,7,0,2,1,1,82298.59,0
681,0,34,7,0,2,0,0,130686.59,0
815,0,45,7,0,1,0,1,52885.23,1
681,0,30,2,111093.01,1,1,0,68985.99,0
641,0,42,9,132657.55,1,1,0,35367.19,0
591,1,56,9,128882.49,1,1,1,196241.94,1
565,0,59,9,69129.59,1,1,1,170705.53,0
487,0,37,6,0,2,1,1,126477.41,0
729,0,39,4,121404.64,1,1,1,159618.17,0
505,1,45,9,131355.3,3,1,0,195395.33,1
580,1,35,1,102097.33,1,0,1,168285.85,0
642,0,40,1,154863.15,1,1,1,138052.51,0
850,1,41,3,99945.93,2,1,0,71179.31,0
616,0,39,2,121704.32,2,1,0,55556.3,0
526,1,43,3,0,2,1,0,31705.19,0
523,0,35,8,138782.76,1,1,1,186118.93,0
663,0,35,9,0,2,1,1,195580.28,0
840,0,30,8,136291.71,1,1,0,54113.38,0
570,0,42,0,107856.57,2,1,0,127528.84,0
676,1,26,1,108348.66,1,0,0,60231.74,1
689,0,47,1,93871.95,3,1,0,156878.42,1
703,1,45,1,0,1,1,0,182784.11,1
491,0,19,2,125860.2,1,0,0,129690.5,0
584,0,49,8,172713.44,1,1,0,113860.81,0
810,1,51,5,0,2,0,1,184524.74,0
745,1,59,8,0,1,1,1,36124.98,0
625,1,39,3,130786.92,1,0,1,121316.07,0
535,1,29,2,112367.34,1,1,0,185630.76,0
729,1,45,7,91091.06,2,1,0,71133.12,0
655,1,26,7,106198.5,1,0,1,32020.42,0
751,0,47,5,142669.93,2,1,0,162760.96,0
525,0,33,1,112833.35,1,0,1,175178.56,0
532,1,40,5,0,2,0,1,177099.71,0
696,1,43,4,0,2,1,1,66406.37,0
786,1,32,2,104336.43,2,0,0,59559.81,0
580,0,55,6,104305.74,1,0,1,175750.21,0
596,0,47,5,140187.1,2,1,1,174311.3,0
683,0,39,4,0,2,1,0,171716.81,0
747,1,45,1,114959.12,1,1,0,189362.39,1
602,0,33,5,164704.38,1,0,1,180716.1,1
779,0,62,10,119096.55,1,0,1,116977.89,0
551,0,31,1,0,2,1,1,185105.44,0
666,0,47,2,0,1,1,0,35046.97,1
526,0,30,8,0,1,1,0,36251,0
849,1,41,9,115465.28,1,1,0,103174.5,0
471,1,27,4,0,2,1,0,122642.09,0
628,0,43,3,184926.61,1,1,0,122937.57,0
674,0,43,8,85957.88,2,1,0,8757.39,0
797,0,32,10,114084.6,1,0,1,125782.29,0
590,1,29,2,166930.76,2,1,0,122487.73,0
588,1,27,8,0,1,1,0,20066.38,0
577,0,29,7,0,2,1,1,55473.15,0
571,1,38,6,107193.82,2,0,0,38962.94,0
680,0,36,3,116275.12,1,1,1,63795.8,0
648,1,27,7,0,2,1,1,163060.43,0
618,0,39,2,91068.56,1,1,0,26578.69,0
648,0,41,5,123049.21,1,0,1,5066.76,0
759,1,39,6,0,2,1,1,140497.67,0
585,0,40,7,0,2,0,0,146156.98,0
774,1,42,3,137781.65,1,0,0,199316.19,0
697,1,48,2,108128.96,2,1,1,103944.37,0
605,0,39,10,105317.73,2,1,0,138021.36,0
676,0,20,1,80569.73,1,0,0,68621.98,0
678,1,22,4,174852.89,1,1,1,28149.06,0
495,1,45,3,89158.94,3,1,0,135169.76,1
787,1,85,10,0,2,1,1,116537.96,0
770,0,36,2,89800.14,1,1,1,105922.69,0
817,0,45,9,101207.75,1,0,0,88211.12,1
659,0,43,1,106086.42,2,1,0,26900.63,0
693,0,21,1,0,2,1,1,3494.02,0
744,0,47,9,0,2,1,0,113163.17,0
829,1,26,8,101440.36,2,1,1,19324.5,0
716,0,38,4,0,2,1,0,189678.7,0
671,0,34,7,106603.74,2,1,1,26387.71,0
835,1,29,10,130420.2,2,0,0,106276.55,0
636,1,38,1,0,1,1,0,45015.38,0
649,0,29,2,45022.23,1,1,1,173495.77,0
621,0,27,1,74298.43,1,1,1,52581.96,0
658,1,31,3,133003.03,1,0,1,146339.27,1
784,0,48,7,0,2,1,1,182609.97,0
783,1,37,1,136689.66,1,1,0,197890.65,0
615,0,32,4,0,2,1,1,6225.63,0
791,1,44,5,0,2,1,1,123977.86,1
762,0,53,1,102520.37,1,1,1,170195.4,0
607,0,35,2,0,2,1,1,114190.3,0
601,1,34,5,0,2,1,0,27022.57,0
540,0,67,1,88382.01,1,0,1,59457,0
812,0,44,4,115049.15,2,1,0,165038.41,0
685,0,58,1,104796.54,1,1,1,154181.41,0
680,0,33,1,123082.08,1,1,0,134960.98,0
680,1,58,8,0,2,1,1,65708.5,0
631,1,33,8,0,2,0,0,117374.22,0
569,1,43,7,0,2,1,1,77703.19,0
584,0,33,3,88311.48,2,1,1,177651.38,0
582,1,40,9,0,3,1,1,60954.45,0
609,0,32,7,71872.19,1,1,1,151924.9,0
506,0,35,6,110046.93,2,1,0,26318.73,0
503,0,42,8,104430.08,1,1,1,147557.71,0
503,1,28,5,0,2,1,0,125918.17,0
806,0,31,10,138653.51,1,1,0,190803.37,0
653,1,31,7,102575.04,1,1,1,11043.54,0
666,0,43,7,137780.74,2,1,1,119100.05,1
674,0,32,2,0,2,1,0,140579.17,0
798,0,32,7,0,2,0,1,37731.95,0
740,1,30,8,105209.54,1,1,0,1852.58,0
531,1,32,0,109570.21,2,1,1,172049.84,0
614,1,44,6,118715.86,1,1,0,133591.11,1
556,0,35,10,0,2,1,1,192751.18,0
678,1,43,2,153393.18,2,1,1,193828.27,0
587,0,33,6,132603.36,1,1,0,55775.72,0
527,1,36,6,0,2,1,1,102280.29,0
757,1,34,1,129398.01,2,0,0,44965.44,0
468,0,28,3,0,2,1,0,170661.02,0
693,0,29,2,151352.74,1,0,0,197145.89,0
483,1,44,5,136836.49,1,1,0,192359.9,1
466,0,40,4,91592.06,1,1,0,141210.18,1
770,1,30,8,0,2,1,0,100557.03,0
734,1,54,3,0,1,1,0,130805.54,1
716,1,22,8,0,2,1,1,92606.98,0
439,0,36,2,165536.28,2,1,1,123956.83,0
538,0,25,5,62482.95,1,1,1,102758.43,0
743,0,40,8,68155.59,1,1,0,94876.65,0
734,1,43,3,55853.33,2,0,1,94811.85,1
656,0,37,2,0,2,0,1,67840.81,0
666,1,31,2,79589.43,1,0,0,4050.57,0
627,0,41,5,100880.76,1,0,1,134665.25,0
480,1,25,3,174330.35,2,0,0,181647.13,0
792,0,19,7,143390.51,1,1,0,33282.84,0
613,0,59,8,91415.76,1,0,0,27965,1
476,0,30,3,134366.42,1,1,0,68343.53,0
539,1,24,3,0,2,1,1,198161.07,0
696,0,60,8,88786.81,1,1,1,196858.4,0
810,0,35,3,96814.46,2,1,1,120511.03,0
763,0,32,9,160680.41,1,1,0,30886.35,0
640,1,29,3,0,2,1,0,2743.69,0
655,1,47,10,0,2,1,0,167778.62,0
526,0,31,5,145537.21,1,1,0,132404.64,0
678,1,28,4,0,2,1,1,144423.17,1
554,1,45,6,0,2,1,1,181204.5,0
597,1,30,2,119370.11,1,1,1,182726.22,1
560,1,28,1,0,2,1,1,120880.72,0
850,1,47,10,134381.52,1,0,0,26812.89,1
546,1,74,8,114888.74,2,1,1,66732.63,1
623,0,42,1,149332.48,2,1,0,100834.22,0
698,1,40,7,105061.74,3,1,0,107815.31,1
620,0,32,7,0,2,1,1,34665.79,0
619,1,40,10,0,1,1,1,147093.84,1
561,0,21,4,0,1,1,1,36942.35,0
753,1,39,7,155062.8,1,1,1,16460.77,0
721,0,43,3,88798.34,1,0,0,45610.63,0
451,0,33,6,0,2,1,0,184954.11,0
680,1,51,5,143139.87,1,0,0,47795.43,1
590,1,23,7,0,2,1,0,196789.9,0
634,0,27,3,107027.52,1,1,0,173425.68,0
676,0,29,4,140720.93,1,1,0,36221.18,0
642,0,30,8,80964.57,2,1,0,174738.2,0
760,0,39,6,178585.46,1,1,0,67131.3,1
736,1,26,4,135889.13,1,1,1,165692.03,0
656,0,43,7,134919.85,1,1,0,194691.95,0
776,0,33,8,115130.34,1,0,0,129525.5,1
832,1,34,6,138190.13,2,0,1,146511.2,0
631,0,37,9,131519.49,2,1,1,51752.18,0
795,1,56,5,0,1,1,0,35418.69,1
648,1,39,3,126935.98,2,0,1,57995.74,0
615,0,39,4,133707.09,1,1,1,108152.75,0
682,1,27,1,97893.2,1,1,0,166144.98,0
694,0,34,5,127900.03,1,1,0,101737.8,0
694,0,37,10,143835.47,1,0,1,33326.71,0
607,0,44,0,0,2,1,1,81140.09,0
664,0,48,10,0,1,1,0,140173.17,1
756,0,60,2,0,1,1,1,166513.49,1
645,1,40,3,129596.77,1,1,1,103232.6,0
653,0,30,4,0,2,1,0,120736.04,0
710,1,24,2,110407.44,2,0,0,15832.43,1
697,1,76,7,0,2,0,1,188772.45,0
619,1,41,8,142015.76,2,1,0,114323.66,0
648,0,55,1,81370.07,1,0,1,181534.04,0
482,1,48,2,69329.47,1,0,0,102640.52,1
548,1,28,8,116755.5,2,1,1,158585.17,1
752,0,44,6,83870.33,1,1,0,178722.24,0
648,1,39,6,130694.89,2,1,1,153955.38,1
643,1,34,8,117451.47,1,1,0,65374.86,0
573,1,35,9,206868.78,2,0,1,102986.15,0
686,1,39,3,111695.62,1,0,0,136643.84,0
644,1,40,9,137285.26,4,1,0,77063.63,1
702,1,29,6,149218.39,1,1,1,9633.01,0
652,0,51,7,0,2,0,1,43496.36,0
641,0,32,7,0,2,1,1,24267.28,0
692,1,41,8,130701.29,1,1,0,59354.24,1
574,0,34,5,0,2,0,0,28269.86,0
643,1,31,3,167949.48,1,1,0,143162.34,0
834,0,23,4,131254.81,1,1,0,20199.3,0
591,0,28,5,0,2,1,1,48606.92,0
470,0,34,9,0,2,0,1,89013.67,0
608,0,34,7,86656.13,1,0,1,59890.29,0
649,1,37,8,114737.26,1,1,1,106655.88,1
665,1,38,5,0,2,1,0,156439.56,0
651,1,39,6,0,1,1,0,24176.44,0
555,0,62,4,119817.33,1,0,1,43507.1,1
637,1,48,7,130806.99,2,1,1,132005.85,1
675,1,49,0,0,1,1,1,80496.71,1
677,0,40,5,0,2,1,0,88947.56,0
850,1,35,2,80931.75,1,0,0,12639.67,1
815,1,56,3,0,3,1,1,94248.16,1
665,0,32,1,132178.67,1,0,0,11865.76,0
485,1,27,3,0,2,1,0,141449.86,0
577,0,43,6,0,2,1,1,149457.81,0
586,1,35,7,164769.02,3,1,0,119814.25,1
722,0,29,1,107233.85,2,1,0,24924.92,0
528,1,27,7,176227.07,2,0,1,139481.53,0
542,1,39,4,109949.39,2,1,1,41268.65,0
552,1,34,5,0,2,1,1,1351.41,0
678,1,60,10,117738.81,1,1,0,147489.76,1
575,1,37,9,133292.45,1,1,0,111175.09,0
669,1,43,1,160474.59,1,1,1,95963.14,0
636,0,43,6,0,2,1,0,43128.95,0
667,0,55,9,154393.43,1,1,1,137674.96,1
652,1,45,9,110827.49,1,1,1,153383.54,1
637,1,36,10,145750.45,2,1,1,96660.76,0
516,1,45,8,109044.3,1,0,1,115818.16,0
801,1,32,4,75170.54,1,1,1,37898.5,0
692,1,42,2,0,2,1,0,145222.93,0
585,1,28,6,105795.9,1,1,1,41219.09,0
590,0,32,5,0,2,1,0,59249.83,0
554,0,66,8,0,2,1,1,116747.62,0
659,1,49,1,0,1,1,0,116249.72,1
690,1,26,3,118097.87,1,1,0,61257.83,0
697,0,29,0,172693.54,1,0,0,141798.98,0
610,0,36,4,129440.3,2,1,0,102638.35,0
599,0,36,4,0,2,0,0,13210.56,0
544,0,23,1,96471.2,1,1,0,35550.97,0
548,1,46,1,0,1,1,1,104469.06,1
635,0,24,4,140197.18,1,1,1,142935.83,0
722,0,20,6,0,2,1,0,195486.28,0
564,1,33,4,135946.26,1,1,0,63170,0
719,0,69,3,0,2,1,1,58320.06,0
547,0,50,3,81290.02,3,0,1,177747.03,1
850,1,42,8,0,1,1,0,19632.64,1
515,0,60,9,113715.36,1,1,0,18424.24,1
667,0,56,2,168883.08,1,0,1,18897.78,0
607,0,36,8,143421.74,1,1,0,97879.02,0
525,0,26,7,153644.39,1,1,1,63197.88,0
606,1,53,1,109330.06,1,1,1,75860.01,0
686,1,27,1,115095.88,2,0,0,78622.46,0
611,0,35,10,0,1,1,1,23598.23,1
827,0,46,1,183276.32,1,1,1,13460.27,0
572,0,33,9,68193.72,1,1,0,19998.31,0
726,1,32,8,0,2,0,0,185075.63,0
579,0,31,6,139729.54,1,0,1,135815.38,0
598,1,56,4,98365.33,1,1,1,44251.33,0
663,0,36,10,0,2,1,0,136349.55,0
505,1,37,10,122453.97,2,1,1,52693.99,0
576,0,30,7,132174.41,2,0,0,93767.03,0
555,1,24,2,0,2,0,1,197866.55,0
524,0,30,1,0,2,1,0,126812.85,0
776,0,39,2,104349.45,1,0,0,79503.05,0
645,1,41,2,138881.04,1,1,0,129936.53,1
850,1,32,0,116968.91,1,0,0,175094.62,0
603,0,35,1,105346.03,2,1,1,130379.5,0
691,0,26,9,136623.19,1,1,0,153228,0
583,1,29,10,0,2,1,1,111285.85,0
584,1,66,5,0,1,1,0,49553.38,1
679,1,33,6,0,2,1,1,98015.85,0
646,0,36,6,124445.52,1,1,0,88481.32,0
559,1,34,5,68999.66,2,1,1,66879.27,0
595,0,36,6,85768.42,1,1,1,24802.77,0
527,0,47,1,0,1,1,0,21312.16,1
684,0,34,9,100628,2,1,1,190263.78,0
673,1,32,0,0,1,1,1,72873.33,0
802,0,38,7,0,2,0,1,57764.65,0
675,0,54,6,0,1,1,0,110273.84,1
762,1,19,6,0,2,1,0,55500.17,0
580,0,50,0,125647.36,1,1,0,57541.08,1
621,1,31,8,100375.39,1,1,1,90384.26,0
411,1,36,10,0,1,0,0,120694.35,0
815,0,24,7,171922.72,1,0,1,178028.96,0
631,1,32,2,146810.99,2,1,1,180990.29,0
514,1,45,3,109032.23,1,0,1,155407.21,1
638,0,57,6,0,1,1,0,33676.48,1
791,0,25,7,0,1,1,0,89666.28,0
516,0,35,5,128653.59,1,1,0,127558.26,0
734,0,37,3,80387.81,1,0,1,77272.62,0
611,0,58,8,0,2,0,1,107665.68,1
850,0,43,0,108508.82,3,1,0,184044.8,1
641,0,31,10,155978.17,1,1,0,91510.71,0
585,1,38,5,0,1,1,1,87363.56,0
552,0,50,4,121175.56,1,1,0,117505.07,1
507,1,29,4,89349.47,2,0,0,180626.68,0
735,0,38,7,86131.71,2,0,0,93478.96,0
707,1,58,3,102346.86,1,1,1,114672.64,0
698,1,36,7,121263.62,1,1,1,13387.88,0
841,0,31,2,0,2,1,0,173240.52,0
688,1,33,2,0,1,0,0,27557.18,1
614,0,51,3,0,2,1,1,5552.37,0
511,0,48,6,149726.08,1,0,0,88307.87,1
447,0,43,2,0,2,1,0,33879.26,1
738,0,35,5,161274.05,2,1,0,181429.87,0
422,1,33,2,0,2,1,0,102655.31,0
537,0,30,1,103138.17,1,1,1,96555.42,0
707,1,40,3,109628.44,1,1,0,189366.03,0
690,0,54,5,0,1,1,0,12847.61,1
664,0,33,7,97286.16,2,1,0,143433.33,0
850,1,33,7,118004.26,1,1,0,183983.82,0
584,0,32,9,85534.83,1,0,0,169137.24,0
728,1,59,4,0,1,1,1,163365.85,1
560,1,43,4,95140.44,2,1,0,123181.44,1
629,1,31,6,0,1,1,1,16447.6,1
658,0,25,3,0,2,0,1,173948.4,0
794,1,54,1,75900.84,1,1,1,192154.66,0
790,1,41,2,126619.27,1,1,0,198224.38,0
640,0,44,7,111833.47,1,1,0,67202.74,0
652,0,37,7,0,2,1,0,68789.93,0
583,1,57,3,238387.56,1,0,1,147964.99,1
775,1,32,2,108698.96,2,1,1,161069.73,0
584,1,39,2,112687.69,1,1,1,127749.61,0
635,1,48,4,81556.89,2,1,0,191914.37,0
814,0,48,9,136596.85,1,1,1,185791.9,0
735,1,43,9,98807.45,1,0,0,184570.04,1
678,1,31,1,0,2,0,1,130446.65,0
693,0,37,1,0,2,1,1,82867.55,0
640,1,30,6,107499.7,1,1,1,187632.22,0
773,1,23,8,0,2,1,0,56759.79,0
736,1,30,9,0,2,1,0,34180.33,0
693,1,28,8,0,2,1,1,158545.25,0
496,1,41,1,176024.05,2,1,0,182337.98,0
751,1,39,3,0,2,1,1,84175.34,0
528,0,39,0,127631.62,1,0,1,22197.8,1
754,1,19,9,0,1,1,0,189641.11,0
568,1,26,10,109819.16,2,1,0,154491.39,0
592,1,41,2,138734.94,1,1,0,90020.74,0
558,0,25,10,111363.1,2,1,0,197264.35,0
825,0,34,9,0,2,1,1,31933.06,0
677,0,28,0,143988,2,1,0,8755.69,1
653,0,34,5,118838.75,1,1,1,52820.13,0
593,0,35,4,161637.75,1,1,1,20008.46,0
632,1,44,3,133793.89,1,1,1,34607.14,1
601,0,35,8,71553.83,1,1,0,177384.45,0
786,1,62,8,0,1,1,1,165702.64,0
654,1,40,3,0,2,1,0,167889.1,0
572,1,38,7,0,2,1,1,133122.62,0
813,1,62,10,64667.95,2,0,1,140454.14,0
523,1,28,2,121164.11,1,1,1,59938.81,0
506,0,50,3,0,2,1,0,12016.79,0
513,0,72,3,98903.06,1,1,1,81251.24,0
664,1,31,7,104158.84,1,1,0,134169.85,0
684,0,54,6,0,2,1,1,94888.6,0
608,1,63,3,139529.93,2,1,1,175696.16,1
527,1,25,6,0,2,0,1,96758.58,0
666,0,53,5,64646.7,1,1,0,128019.48,1
779,0,71,3,0,2,1,1,146895.36,1
629,1,40,6,0,2,1,1,139356.3,0
430,0,35,1,118894.22,1,0,0,2923.61,0
712,0,24,2,0,1,0,1,121232.51,0
682,0,30,9,0,2,1,1,2053.42,0
634,1,41,8,68213.99,1,1,1,6382.46,0
487,1,31,1,0,2,1,0,158750.13,0
808,0,47,8,139196,1,0,1,74028.36,0
527,1,32,7,0,2,1,1,44099.75,0
637,0,50,4,126345.55,1,0,1,17323,1
802,0,40,5,0,2,1,1,175043.69,0
529,1,38,2,0,1,1,0,146388.85,1
850,1,43,3,0,2,0,0,2465.8,0
738,0,18,4,0,2,1,1,47799.15,0
817,0,34,5,129278.43,1,0,0,165562.84,0
735,0,31,3,119558.35,1,0,0,72927.68,0
619,1,41,5,92467.58,1,1,0,38270.47,0
671,0,27,5,0,2,0,0,120893.07,0
581,1,31,6,0,2,1,0,188377.21,0
690,0,36,10,0,2,1,0,55902.93,0
579,0,56,4,99340.83,1,0,0,4523.74,1
688,1,24,3,0,2,1,1,102195.16,0
599,1,28,4,126833.79,2,1,0,60843.09,1
729,0,29,5,109676.52,1,1,1,25548.47,0
718,1,29,3,0,1,0,1,134462.29,0
712,0,53,6,134729.99,2,1,1,132702.64,0
474,0,37,3,98431.37,1,0,0,75698.44,0
565,0,33,8,130368.31,2,1,0,105642.43,0
658,1,31,7,123974.96,1,1,0,102153.75,0
714,0,63,4,138082.16,1,0,1,166677.54,0
725,0,45,1,129855.32,1,0,0,24218.65,0
825,0,40,6,132308.22,1,0,0,117122.5,0
665,1,45,5,155447.65,2,1,0,51871.95,1
670,0,35,2,124268.64,2,0,1,84321.03,0
474,1,34,9,176311.36,1,1,0,160213.27,0
591,0,40,2,99886.42,2,1,1,88695.19,0
508,1,31,7,0,2,1,1,6123.15,0
695,1,36,2,0,2,0,1,167749.54,0
